,Số báo danh,Toán,Văn,Lý,Hóa,Sinh,Sử,Địa,Giáo dục công dân,Ngoại ngữ,Mã môn ngoại ngữ,Tên ngoại ngữ
1731,64001734,7.2,,7.25,8.25,7.75,,,,,N1,Tiếng Anh
1732,64001735,,,,,,,3.75,4.75,3.4,N1,Tiếng Anh
1733,64001736,2.2,5.75,,,,,4.5,5.75,,N1,Tiếng Anh
1734,64001737,4.8,6.25,,,,5.25,6.25,7.5,2.6,N1,Tiếng Anh
1735,64001738,6.2,5.25,,,,,5.5,8.75,3.8,N1,Tiếng Anh
1736,64001739,6.4,7.25,8.25,7.75,6.75,,,,4.4,N1,Tiếng Anh
1737,64001740,,6.75,,,,6.75,7.75,,,N1,Tiếng Anh
1738,64001741,3.8,5.75,,,,3.25,6.25,,4.4,N1,Tiếng Anh
1739,64001742,,,,,,3.5,,4.5,,N1,Tiếng Anh
1740,64001743,6.6,7.5,7.25,,6.25,,,,3.6,N1,Tiếng Anh
1741,64001744,8.4,7.25,8.5,6.75,7.75,,,,4.8,N1,Tiếng Anh
1742,64001745,6.4,6.75,5.25,5.5,4.75,,,,4.6,N1,Tiếng Anh
1743,64001746,8.2,,8.5,3.75,6.5,,,,8.6,N1,Tiếng Anh
1744,64001747,4.2,,,,,8.5,7.75,8.5,5.6,N1,Tiếng Anh
1745,64001748,,,7.25,6.75,4.75,,,,3.8,N1,Tiếng Anh
1746,64001749,6.6,5.5,,,,5.75,5.5,7.25,3.6,N1,Tiếng Anh
1747,64001750,7.4,7.25,5.5,7.25,8.75,,,,,N1,Tiếng Anh
1748,64001751,6.8,7.25,,7.25,,,,,4.6,N1,Tiếng Anh
1749,64001752,5.4,7.25,,,,7.5,7.5,8.75,5.8,N1,Tiếng Anh
1750,64001753,6.4,5.25,,,,,5.25,7.75,,N1,Tiếng Anh
1751,64001754,5.4,7.25,,,,7.5,7.5,9.25,4.4,N1,Tiếng Anh
1752,64001755,4.6,8.5,,,,,7.75,8.5,,N1,Tiếng Anh
1753,64001756,6.2,6.5,,,,7.75,,7.25,,N1,Tiếng Anh
1754,64001757,6.2,7.25,4.75,6.5,,,,,4.2,N1,Tiếng Anh
1755,64001758,5.6,6.5,,,,4.75,4.25,7.25,2.8,N1,Tiếng Anh
1756,64001759,5.2,6.75,,,,7.5,7.5,7.25,4.6,N1,Tiếng Anh
1757,64001760,6.8,5.75,,,,5.25,,8.75,3.8,N1,Tiếng Anh
1758,64001761,,6.75,,,,,6.25,8.25,5.6,N1,Tiếng Anh
1759,64001762,4.2,6.25,,,,3.75,5.75,7.5,,N1,Tiếng Anh
1760,64001763,5.6,6.5,,,,4.25,,7.25,4.4,N1,Tiếng Anh
1761,64001764,5.4,,,,,5.5,5.5,,,N1,Tiếng Anh
1762,64001765,,6.75,,,,6.5,7.5,8.25,4.2,N1,Tiếng Anh
1763,64001766,5.8,7.5,4.75,,5.75,,,,6.8,N1,Tiếng Anh
1764,64001767,7.6,,4.75,6.75,,,,,,N1,Tiếng Anh
1765,64001768,5.6,7.5,,,,6.25,,8.25,,N1,Tiếng Anh
1766,64001769,6.4,6.5,,,,6.75,6.25,8.75,7.6,N1,Tiếng Anh
1767,64001770,8.2,8.25,,,,,,,8.6,N1,Tiếng Anh
1768,64001771,5.2,,,,,,5.75,7.25,4.8,N1,Tiếng Anh
1769,64001772,,6.5,,,,,5.25,6.25,3.8,N1,Tiếng Anh
1770,64001773,8.4,7.25,6.25,,6.25,,,,8.2,N1,Tiếng Anh
1771,64001774,,,,,,3.75,4.5,6.25,4.2,N1,Tiếng Anh
1772,64001775,5.4,5.25,,,,,6.5,,3.8,N1,Tiếng Anh
1773,64001776,7.4,7.25,6.25,7.25,6.75,,,,7.2,N1,Tiếng Anh
1774,64001777,6.2,7.75,,,,5.75,6.25,8.25,,N1,Tiếng Anh
1775,64001778,4.8,7.25,3.75,,5.25,,,,5.6,N1,Tiếng Anh
1776,64001779,7.6,,,6.75,,,,,6.8,N1,Tiếng Anh
1777,64001780,4.6,8.25,,,,6.5,6.5,7.5,2.4,N1,Tiếng Anh
1778,64001781,2.8,,,,,7.25,5.5,7.25,3.4,N1,Tiếng Anh
1779,64001782,7.6,7.25,6.25,8.25,8.25,,,,6.6,N1,Tiếng Anh
1780,64001783,4.6,6.75,6.5,7.25,4.5,,,,4.8,N1,Tiếng Anh
1781,64001784,4.8,,,,,7.75,,7.5,6.8,N1,Tiếng Anh
1782,64001785,5.6,,,,,5.75,,7.5,3.8,N1,Tiếng Anh
1783,64001786,,,,,,7.75,6.75,9.25,3.4,N1,Tiếng Anh
1784,64001787,3.2,3.5,,,,,,,1.8,N1,Tiếng Anh
1785,64001788,,6.5,4.75,5.25,6.25,,,,,N1,Tiếng Anh
1786,64001789,8.2,,,,,,,,3.8,N1,Tiếng Anh
1787,64001790,7.2,6.5,,7.5,7.5,,,,7.8,N1,Tiếng Anh
1788,64001791,7.4,8.75,,,,9.5,8.5,9.5,6.2,N1,Tiếng Anh
1789,64001792,5.4,7.5,,,,8.5,6.75,8.75,3.2,N1,Tiếng Anh
1790,64001793,,5.25,,,,,6.75,7.75,2.8,N1,Tiếng Anh
1791,64001794,7.8,8.5,,7.75,,,,,6.6,N1,Tiếng Anh
1792,64001795,5.2,,,,,6.75,6.25,9.25,,N1,Tiếng Anh
1793,64001796,6.8,6.75,,,,7.75,,9.75,,N1,Tiếng Anh
1794,64001797,2.4,,,,,4.25,4.75,,2.2,N1,Tiếng Anh
1795,64001798,7.4,,,,,8.5,,9.75,,N1,Tiếng Anh
1796,64001799,7.6,,,8.75,8.5,,,,5.8,N1,Tiếng Anh
1797,64001800,5.8,6.25,,,,,6.5,7.5,,N1,Tiếng Anh
1798,64001801,,5.75,5.75,5.5,4.25,,,,,N1,Tiếng Anh
1799,64001802,7.4,5.5,6.5,,5.75,,,,3.8,N1,Tiếng Anh
1800,64001803,6.8,7.5,3.25,7.75,7.25,,,,3.8,N1,Tiếng Anh
1801,64001804,,,,,,7.75,6.5,9.5,,N1,Tiếng Anh
1802,64001805,7.2,7.25,7.25,6.75,,,,,6.8,N1,Tiếng Anh
1803,64001806,,,5.75,9.25,8.75,,,,4.4,N1,Tiếng Anh
1804,64001807,8.6,8.5,,8.25,6.75,,,,3.2,N1,Tiếng Anh
1805,64001808,6.8,7.75,,5.75,6.5,,,,4.8,N1,Tiếng Anh
1806,64001809,4.8,,5.75,4.5,4.5,,,,3.8,N1,Tiếng Anh
1807,64001810,5.2,6.25,2.75,,,,,,,N1,Tiếng Anh
1808,64001811,4.4,,,,,3.75,4.5,,2.6,N1,Tiếng Anh
1809,64001812,6.4,6.5,4.75,5.5,4.75,,,,,N1,Tiếng Anh
1810,64001813,,6.5,,6.25,6.5,,,,,N1,Tiếng Anh
1811,64001814,,7.75,8.5,7.75,7.25,,,,4.2,N1,Tiếng Anh
1812,64001815,,5.25,,,,2.5,3.5,,3.2,N1,Tiếng Anh
1813,64001816,4.2,3.5,3.5,3.5,4.75,,,,4.2,N1,Tiếng Anh
1814,64001817,,6.75,4.75,5.75,6.75,,,,,N1,Tiếng Anh
1815,64001818,,,,,,7.25,6.75,7.5,4.6,N1,Tiếng Anh
1816,64001819,6.8,7.25,,7.75,8.25,,,,6.4,N1,Tiếng Anh
1817,64001820,,,4.5,5.5,3.75,,,,,N1,Tiếng Anh
1818,64001821,,8.25,,,,6.75,,9.75,6.4,N1,Tiếng Anh
1819,64001822,7.6,7.25,8.5,,6.5,,,,3.8,N1,Tiếng Anh
1820,64001823,6.8,,,,,8.5,6.5,9.25,,N1,Tiếng Anh
1821,64001824,5.2,8.25,,6.75,7.5,,,,5.6,N1,Tiếng Anh
1822,64001825,,,,,8.25,,,,6.2,N1,Tiếng Anh
1823,64001826,8.8,,7.75,6.5,8.5,,,,5.4,N1,Tiếng Anh
1824,64001827,,6.75,,,,,4.75,,4.4,N1,Tiếng Anh
1825,64001828,6.8,6.5,4.5,6.25,5.5,,,,8.2,N1,Tiếng Anh
1826,64001829,7.4,,5.25,6.75,,,,,3.4,N1,Tiếng Anh
1827,64001830,5.2,5.25,2.75,4.5,5.75,,,,3.4,N1,Tiếng Anh
1828,64001831,,7.75,,,,4.75,5.5,,,N1,Tiếng Anh
1829,64001832,4.8,5.25,,,,7.75,7.25,,4.2,N1,Tiếng Anh
1830,64001833,5.2,5.25,,,,4.75,5.5,8.75,,N1,Tiếng Anh
1831,64001834,4.2,3.25,,,,5.75,6.5,8.75,,N1,Tiếng Anh
1832,64001835,6.6,6.25,,,,5.25,,8.5,4.8,N1,Tiếng Anh
1833,64001836,7.4,5.5,3.25,,7.25,,,,4.8,N1,Tiếng Anh
1834,64001837,5.4,,,4.75,4.5,,,,2.2,N1,Tiếng Anh
1835,64001838,2.4,6.5,,,,4.75,4.75,9.25,2.2,N1,Tiếng Anh
1836,64001839,,7.5,,,,,,8.25,4.8,N1,Tiếng Anh
1837,64001840,4.8,7.75,,,,6.5,6.25,8.5,3.8,N1,Tiếng Anh
1838,64001841,3.8,5.75,,,,4.75,4.5,7.75,4.2,N1,Tiếng Anh
1839,64001842,7.4,7.5,4.75,5.5,6.5,,,,4.6,N1,Tiếng Anh
1840,64001843,8.4,7.5,8.5,8.5,7.75,,,,9.4,N1,Tiếng Anh
1841,64001844,,6.25,6.75,7.5,,,,,3.8,N1,Tiếng Anh
1842,64001845,5.8,7.25,6.25,6.75,5.5,,,,4.6,N1,Tiếng Anh
1843,64001846,6.8,6.5,,,,3.75,5.75,7.25,4.6,N1,Tiếng Anh
1844,64001847,7.8,7.25,7.75,7.75,6.75,,,,4.2,N1,Tiếng Anh
1845,64001848,7.2,5.25,5.5,7.5,6.25,,,,4.6,N1,Tiếng Anh
1846,64001849,7.8,,,,6.25,,,,5.4,N1,Tiếng Anh
1847,64001850,6.4,5.75,,,,5.75,,9.75,4.8,N1,Tiếng Anh
1848,64001851,7.2,5.5,6.75,6.25,5.25,,,,3.6,N1,Tiếng Anh
1849,64001852,6.2,5.75,,,,4.75,5.5,6.5,0.8,N1,Tiếng Anh
1850,64001853,6.2,5.75,,,,,,8.75,3.6,N1,Tiếng Anh
1851,64001854,7.6,7.5,4.5,,,,,,4.8,N1,Tiếng Anh
1852,64001855,7.8,8.25,,,,7.25,7.75,8.75,7.2,N1,Tiếng Anh
1853,64001856,2.8,4.5,,,,4.25,5.25,7.5,2.8,N1,Tiếng Anh
1854,64001857,7.4,6.25,6.25,,5.5,,,,2.8,N1,Tiếng Anh
1855,64001858,,6.25,6.75,7.25,5.75,,,,3.2,N1,Tiếng Anh
1856,64001859,6.8,8.5,,,,6.5,7.25,8.75,4.2,N1,Tiếng Anh
1857,64001860,6.4,7.25,4.5,,4.5,,,,5.2,N1,Tiếng Anh
1858,64001861,6.2,6.75,,,,6.25,7.25,9.25,4.8,N1,Tiếng Anh
1859,64001862,7.4,7.5,8.25,,8.5,,,,7.2,N1,Tiếng Anh
1860,64001863,2.2,6.75,,,,3.75,,7.5,2.6,N1,Tiếng Anh
1861,64001864,,7.75,,,,,6.75,9.25,7.2,N1,Tiếng Anh
1862,64001865,,,,,,,8.5,9.75,4.4,N1,Tiếng Anh
1863,64001866,5.4,,,,,,5.5,7.5,,N1,Tiếng Anh
1864,64001867,7.2,6.5,,7.75,8.25,,,,3.6,N1,Tiếng Anh
1865,64001868,7.6,6.25,7.75,8.75,5.25,,,,,N1,Tiếng Anh
1866,64001869,2.8,4.25,,,,,,8.5,1.4,N1,Tiếng Anh
1867,64001870,,6.75,,5.5,,,,,8.6,N1,Tiếng Anh
1868,64001871,,5.75,4.5,4.5,5.25,,,,5.8,N1,Tiếng Anh
1869,64001872,5.8,8.25,5.5,7.25,4.75,,,,4.2,N1,Tiếng Anh
1870,64001873,7.8,8.5,,,,,7.75,9.5,6.8,N1,Tiếng Anh
1871,64001874,,,,,6.25,,,,4.6,N1,Tiếng Anh
1872,64001875,,7.5,,,,5.5,,8.5,,N1,Tiếng Anh
1873,64001876,,7.5,5.5,5.75,5.75,,,,4.2,N1,Tiếng Anh
1874,64001877,7.8,6.5,,,7.25,,,,,N1,Tiếng Anh
1875,64001878,,4.75,5.75,5.75,,,,,3.8,N1,Tiếng Anh
1876,64001879,5.8,,,,,6.25,6.75,8.25,4.6,N1,Tiếng Anh
1877,64001880,4.4,,,,,4.5,5.75,,2.8,N1,Tiếng Anh
1878,64001881,2.8,3.75,,,,3.25,5.75,6.75,,N1,Tiếng Anh
1879,64001882,,6.25,,7.25,7.25,,,,3.6,N1,Tiếng Anh
1880,64001883,8.8,,8.5,9.25,6.5,,,,,N1,Tiếng Anh
1881,64001884,,6.75,,,,6.25,6.25,,,N1,Tiếng Anh
1882,64001885,4.8,,,,,,4.75,,4.8,N1,Tiếng Anh
1883,64001886,,,,3.5,5.25,,,,5.6,N1,Tiếng Anh
1884,64001887,4.6,6.75,,,,,7.5,8.25,7.2,N1,Tiếng Anh
1885,64001888,5.4,7.5,,,,,6.75,9.5,9.4,N1,Tiếng Anh
1886,64001889,,8.25,,,,7.5,7.25,9.5,5.2,N1,Tiếng Anh
1887,64001890,7.6,6.5,,,5.25,,,,4.2,N1,Tiếng Anh
1888,64001891,4.4,5.25,,,,6.75,5.75,9.5,,N1,Tiếng Anh
1889,64001892,8.4,,5.25,7.75,7.25,,,,7.8,N1,Tiếng Anh
1890,64001893,3.4,,,,,4.5,4.5,5.5,,N1,Tiếng Anh
1891,64001894,3.6,3.75,,,,5.5,5.5,6.75,,N1,Tiếng Anh
1892,64001895,6.6,8.75,,,,8.25,,8.5,4.8,N1,Tiếng Anh
1893,64001896,5.4,6.5,,,,5.75,4.75,6.5,4.8,N1,Tiếng Anh
1894,64001897,7.4,8.25,5.25,7.75,8.5,,,,3.8,N1,Tiếng Anh
1895,64001898,5.6,7.5,,,,5.5,5.5,8.75,4.6,N1,Tiếng Anh
1896,64001899,,7.25,8.75,7.5,7.25,,,,6.6,N1,Tiếng Anh
1897,64001900,8.4,,,8.25,7.5,,,,,N1,Tiếng Anh
1898,64001901,8.4,6.75,7.75,,,,,,6.8,N1,Tiếng Anh
1899,64001902,4.2,5.25,2.75,2.5,4.75,,,,3.4,N1,Tiếng Anh
1900,64001903,5.2,5.25,,,,6.75,5.75,7.75,3.8,N1,Tiếng Anh
1901,64001904,7.8,8.75,,8.5,,,,,6.6,N1,Tiếng Anh
1902,64001905,6.8,5.25,,,,5.5,6.25,,3.8,N1,Tiếng Anh
1903,64001906,5.8,,4.5,5.75,,,,,5.8,N1,Tiếng Anh
1904,64001907,4.2,6.25,,,,,6.5,7.75,,N1,Tiếng Anh
1905,64001908,,,5.25,7.5,6.25,,,,4.2,N1,Tiếng Anh
1906,64001909,8.8,6.25,,6.5,6.25,,,,6.6,N1,Tiếng Anh
1907,64001910,8.8,,7.5,7.75,6.75,,,,4.8,N1,Tiếng Anh
1908,64001911,,,4.25,,4.75,,,,5.4,N1,Tiếng Anh
1909,64001912,,5.5,,,,,5.5,6.75,,N1,Tiếng Anh
1910,64001913,7.6,,6.75,,,,,,3.6,N1,Tiếng Anh
1911,64001914,6.8,7.25,,6.75,6.25,,,,5.2,N1,Tiếng Anh
1912,64001915,,,,,,7.75,,9.5,6.2,N1,Tiếng Anh
1913,64001916,5.8,,5.75,6.75,5.75,,,,,N1,Tiếng Anh
1914,64001917,3.8,,,,,5.25,,7.75,3.2,N1,Tiếng Anh
1915,64001918,7.6,5.25,8.25,6.25,5.25,,,,5.8,N1,Tiếng Anh
1916,64001919,8.4,6.25,7.75,8.5,7.25,,,,4.8,N1,Tiếng Anh
1917,64001920,,5.25,4.75,,,,,,4.6,N1,Tiếng Anh
1918,64001921,4.6,5.5,,,,,5.5,6.25,,N1,Tiếng Anh
1919,64001922,6.6,5.5,,,,6.75,6.25,9.5,8.4,N1,Tiếng Anh
1920,64001923,5.8,4.5,4.25,6.5,4.5,,,,2.6,N1,Tiếng Anh
1921,64001924,6.6,7.75,,,,6.5,6.75,9.5,,N1,Tiếng Anh
1922,64001925,,7.25,,5.25,,,,,4.6,N1,Tiếng Anh
1923,64001926,4.6,,,,,5.75,,,3.4,N1,Tiếng Anh
1924,64001927,3.2,6.25,,,,,4.75,,3.4,N1,Tiếng Anh
1925,64001928,5.8,7.5,,,,6.75,6.75,8.5,4.2,N1,Tiếng Anh
1926,64001929,3.2,5.5,,,,3.5,5.5,7.5,2.8,N1,Tiếng Anh
1927,64001930,5.2,,,4.25,4.75,,,,3.4,N1,Tiếng Anh
1928,64001931,6.2,5.5,4.75,6.75,6.5,,,,3.6,N1,Tiếng Anh
1929,64001932,,6.75,,,,,,,3.4,N1,Tiếng Anh
1930,64001933,4.8,6.25,,,,6.25,6.75,8.5,3.4,N1,Tiếng Anh
1931,64001934,,,5.25,4.75,6.5,,,,7.6,N1,Tiếng Anh
1932,64001935,6.2,6.5,,,,,,9.5,,N1,Tiếng Anh
1933,64001936,5.8,5.25,,6.5,5.5,,,,3.2,N1,Tiếng Anh
1934,64001937,6.8,6.25,,6.75,,,,,,N1,Tiếng Anh
1935,64001938,4.8,5.75,,,,,,8.25,5.4,N1,Tiếng Anh
1936,64001939,6.8,,,,,6.75,6.5,9.5,7.8,N1,Tiếng Anh
1937,64001940,,7.25,5.5,6.75,4.75,,,,5.8,N1,Tiếng Anh
1938,64001941,4.8,8.5,,,,5.5,7.5,9.25,,N1,Tiếng Anh
1939,64001942,6.8,6.5,,,,5.5,6.75,9.25,,N1,Tiếng Anh
1940,64001943,6.2,7.5,,,,6.25,5.75,8.25,8.2,N1,Tiếng Anh
1941,64001944,,5.25,,8.5,7.5,,,,5.6,N1,Tiếng Anh
1942,64001945,8.4,8.75,,7.5,7.5,,,,4.8,N1,Tiếng Anh
1943,64001946,8.2,,,8.75,6.75,,,,6.6,N1,Tiếng Anh
1944,64001947,7.8,,7.5,7.5,,,,,5.2,N1,Tiếng Anh
1945,64001948,,,,,,7.75,7.25,9.75,3.8,N1,Tiếng Anh
1946,64001949,6.2,5.25,,,,,6.5,8.5,4.4,N1,Tiếng Anh
1947,64001951,8.6,,6.5,,,,,,,N1,Tiếng Anh
1948,64001952,6.6,,2.75,6.75,7.75,,,,3.6,N1,Tiếng Anh
1949,64001953,6.8,7.75,,,,,6.75,9.25,7.2,N1,Tiếng Anh
1950,64001954,5.6,,,,,,,9.5,,N1,Tiếng Anh
1951,64001955,8.4,7.25,5.75,8.75,9.25,,,,5.4,N1,Tiếng Anh
1952,64001956,5.2,7.75,,,,5.5,4.75,,3.8,N1,Tiếng Anh
1953,64001957,3.8,6.75,3.5,,5.75,,,,3.6,N1,Tiếng Anh
1954,64001958,7.6,,4.25,6.25,7.75,,,,3.6,N1,Tiếng Anh
1955,64001959,6.2,,,,,5.75,,7.75,3.2,N1,Tiếng Anh
1956,64001960,6.4,,,,,,4.5,,4.2,N1,Tiếng Anh
1957,64001961,5.4,,,,,,4.75,8.25,2.6,N1,Tiếng Anh
1958,64001962,5.6,7.75,,,,,6.25,8.5,5.6,N1,Tiếng Anh
1959,64001963,7.4,7.75,3.75,7.5,5.5,,,,3.8,N1,Tiếng Anh
1960,64001964,,,,,,5.75,3.25,5.75,4.6,N1,Tiếng Anh
1961,64001965,5.8,6.75,,,,,,,3.2,N1,Tiếng Anh
1962,64001966,4.6,6.25,3.75,6.75,6.75,,,,,N1,Tiếng Anh
1963,64001967,4.8,6.75,,7.25,4.5,,,,5.6,N1,Tiếng Anh
1964,64001968,,,,,,6.25,6.75,,3.2,N1,Tiếng Anh
1965,64001969,6.2,8.25,,,,8.25,8.75,9.25,3.2,N1,Tiếng Anh
1966,64001970,8.2,8.75,,,,8.25,7.5,10.0,8.6,N1,Tiếng Anh
1967,64001971,5.8,,,,,,6.75,,3.6,N1,Tiếng Anh
1968,64001972,,,,,,4.75,,6.75,3.8,N1,Tiếng Anh
1969,64001973,6.2,7.75,,,,8.25,6.5,9.25,4.6,N1,Tiếng Anh
1970,64001974,5.8,,,,,7.5,5.75,,4.4,N1,Tiếng Anh
1971,64001975,7.4,5.5,3.75,3.5,3.5,,,,,N1,Tiếng Anh
1972,64001976,,6.25,,,,8.75,7.25,9.5,3.4,N1,Tiếng Anh
1973,64001977,,6.25,4.75,6.25,6.5,,,,,N1,Tiếng Anh
1974,64001978,6.6,5.25,4.75,4.25,5.5,,,,3.8,N1,Tiếng Anh
1975,64001979,,6.75,,,,6.75,6.25,,7.6,N1,Tiếng Anh
1976,64001980,,,,,,,,8.5,5.8,N1,Tiếng Anh
1977,64001981,6.4,6.75,,,,5.25,5.75,,3.6,N1,Tiếng Anh
1978,64001982,6.2,7.75,,,,7.25,6.25,8.25,3.2,N1,Tiếng Anh
1979,64001983,4.6,4.5,,,,4.5,,6.5,3.4,N1,Tiếng Anh
1980,64001984,7.8,5.25,6.75,7.75,7.25,,,,3.4,N1,Tiếng Anh
1981,64001985,,6.5,,,,3.75,,8.5,4.8,N1,Tiếng Anh
1982,64001986,7.4,,,,,5.25,7.25,9.25,,N1,Tiếng Anh
1983,64001987,,6.75,5.75,5.5,4.5,,,,,N1,Tiếng Anh
1984,64001988,5.8,7.75,,,,4.25,6.25,,5.2,N1,Tiếng Anh
1985,64001989,7.8,,,,,6.5,5.75,,,N1,Tiếng Anh
1986,64001990,4.6,6.83,,5.5,5.75,,,,5.8,N1,Tiếng Anh
1987,64001991,5.4,8.25,,,,6.75,6.75,8.25,4.8,N1,Tiếng Anh
1988,64001992,4.2,,,,,7.25,7.5,8.25,7.6,N1,Tiếng Anh
1989,64001993,7.2,6.5,7.25,,,,,,7.8,N1,Tiếng Anh
1990,64001994,8.2,,7.25,8.25,5.75,,,,,N1,Tiếng Anh
1991,64001995,5.8,,4.75,5.5,6.5,,,,5.2,N1,Tiếng Anh
1992,64001996,3.2,5.75,,,,4.5,6.25,6.75,5.4,N1,Tiếng Anh
1993,64001997,7.4,7.75,6.75,7.5,6.75,,,,6.4,N1,Tiếng Anh
1994,64001998,6.6,6.25,5.5,,6.25,,,,5.6,N1,Tiếng Anh
1995,64001999,7.4,7.5,5.75,4.75,6.75,,,,7.2,N1,Tiếng Anh
1996,64002000,4.8,3.75,,,,,,,5.6,N1,Tiếng Anh
1997,64002001,6.4,,,,,6.5,6.75,7.75,3.6,N1,Tiếng Anh
1998,64002002,8.6,,,,,7.25,7.25,9.5,,N1,Tiếng Anh
1999,64002003,3.6,3.75,,,,4.5,5.5,7.75,2.2,N1,Tiếng Anh
2000,64002004,6.8,8.75,,,,7.25,7.5,9.25,,N1,Tiếng Anh
2001,64002005,6.4,5.25,,,,,6.75,8.75,6.6,N1,Tiếng Anh
2002,64002006,6.4,5.5,4.25,4.5,6.25,,,,3.4,N1,Tiếng Anh
2003,64002007,8.2,8.5,6.25,7.5,6.25,,,,8.4,N1,Tiếng Anh
2004,64002008,7.8,,4.75,9.25,9.25,,,,8.4,N1,Tiếng Anh
2005,64002009,4.4,,,,,4.75,5.25,6.25,,N1,Tiếng Anh
2006,64002010,7.6,,,7.75,5.75,,,,5.6,N1,Tiếng Anh
2007,64002011,6.6,7.25,3.5,,6.25,,,,7.2,N1,Tiếng Anh
2008,64002012,6.6,6.25,,,,,,8.75,5.8,N1,Tiếng Anh
2009,64002013,,7.25,,,,6.25,6.25,,4.6,N1,Tiếng Anh
2010,64002014,6.8,,4.75,,,,,,,N1,Tiếng Anh
2011,64002015,5.4,,,,,6.5,7.25,9.5,5.2,N1,Tiếng Anh
2012,64002016,6.8,,,6.5,5.75,,,,3.2,N1,Tiếng Anh
2013,64002017,3.8,,,,,,,,5.6,N1,Tiếng Anh
2014,64002018,7.2,7.75,,7.75,6.75,,,,,N1,Tiếng Anh
2015,64002019,5.2,,5.25,5.75,5.5,,,,5.6,N1,Tiếng Anh
2016,64002020,7.2,4.75,,,,,,,3.2,N1,Tiếng Anh
2017,64002021,,,,,,,6.25,8.25,3.6,N1,Tiếng Anh
2018,64002022,7.4,5.5,,4.75,,,,,8.2,N1,Tiếng Anh
2019,64002023,,8.25,,,,7.75,7.75,10.0,,N1,Tiếng Anh
2020,64002024,6.2,6.25,,,,3.75,6.75,7.5,,N1,Tiếng Anh
2021,64002025,7.6,,7.75,8.5,,,,,6.8,N1,Tiếng Anh
2022,64002026,7.8,6.75,,7.5,,,,,5.6,N1,Tiếng Anh
2023,64002027,3.8,,,,,,,7.75,,N1,Tiếng Anh
2024,64002028,6.6,,5.75,,5.25,,,,5.6,N1,Tiếng Anh
2025,64002029,6.6,,4.25,5.5,5.75,,,,5.8,N1,Tiếng Anh
2026,64002030,7.6,7.5,5.25,8.25,7.5,,,,4.6,N1,Tiếng Anh
2027,64002031,7.4,,6.5,7.5,,,,,,N1,Tiếng Anh
2028,64002032,,8.25,,,,,,9.25,3.6,N1,Tiếng Anh
2029,64002033,6.8,7.5,,,,7.75,,8.5,5.4,N1,Tiếng Anh
2030,64002034,8.2,7.75,,,,,7.5,8.75,6.4,N1,Tiếng Anh
2031,64002035,4.6,5.75,,,,5.75,5.75,7.75,3.4,N1,Tiếng Anh
2032,64002036,7.2,7.5,,,,6.5,5.75,9.25,6.4,N1,Tiếng Anh
2033,64002037,,,7.75,6.75,7.5,,,,6.2,N1,Tiếng Anh
2034,64002038,7.8,,,,,7.25,,9.5,8.4,N1,Tiếng Anh
2035,64002039,5.4,,,6.5,5.75,,,,7.2,N1,Tiếng Anh
2036,64002040,6.8,6.5,,,,5.25,6.75,9.5,4.8,N1,Tiếng Anh
2037,64002041,6.4,7.75,,,,9.25,7.5,9.25,5.6,N1,Tiếng Anh
2038,64002042,3.8,7.5,,,,7.75,6.25,9.75,,N1,Tiếng Anh
2039,64002043,5.6,8.5,,,,8.5,8.5,9.75,5.4,N1,Tiếng Anh
2040,64002044,6.8,6.5,,4.5,7.75,,,,1.2,N1,Tiếng Anh
2041,64002045,7.8,5.75,7.25,,5.75,,,,4.8,N1,Tiếng Anh
2042,64002046,,8.08,,,,,7.75,9.75,5.8,N1,Tiếng Anh
2043,64002047,6.2,6.5,,,,6.5,5.5,8.25,4.8,N1,Tiếng Anh
2044,64002048,,7.75,,6.75,5.5,,,,5.6,N1,Tiếng Anh
2045,64002049,4.2,5.75,,,,,4.75,7.5,3.8,N1,Tiếng Anh
2046,64002050,5.2,5.75,,,,5.5,5.25,9.25,2.2,N1,Tiếng Anh
2047,64002051,3.6,5.25,,,,4.25,5.5,7.75,2.8,N1,Tiếng Anh
2048,64002052,7.8,7.25,4.25,8.25,,,,,2.8,N1,Tiếng Anh
2049,64002053,7.8,6.5,6.25,,7.75,,,,6.4,N1,Tiếng Anh
2050,64002054,,,4.25,,5.75,,,,,N1,Tiếng Anh
2051,64002055,7.2,,,6.25,7.75,,,,3.4,N1,Tiếng Anh
2052,64002056,7.6,,,6.75,5.25,,,,6.2,N1,Tiếng Anh
2053,64002057,,,5.75,,7.25,,,,6.2,N1,Tiếng Anh
2054,64002058,6.8,6.75,,,,5.75,,8.5,5.4,N1,Tiếng Anh
2055,64002059,8.2,,,7.25,7.75,,,,7.2,N1,Tiếng Anh
2056,64002060,6.4,,,,,5.5,7.25,9.25,4.4,N1,Tiếng Anh
2057,64002061,6.6,5.25,,7.5,,,,,3.4,N1,Tiếng Anh
2058,64002062,3.6,,,,,,5.75,8.25,3.6,N1,Tiếng Anh
2059,64002063,7.6,6.25,,,7.25,,,,4.2,N1,Tiếng Anh
2060,64002064,8.2,,7.25,10.0,7.5,,,,,N1,Tiếng Anh
2061,64002065,8.4,5.5,7.5,7.25,7.25,,,,6.6,N1,Tiếng Anh
2062,64002066,7.4,,,7.25,6.75,,,,7.4,N1,Tiếng Anh
2063,64002067,5.8,6.75,,,,4.5,4.5,8.5,2.8,N1,Tiếng Anh
2064,64002068,5.4,6.75,,,,6.25,,8.5,2.2,N1,Tiếng Anh
